(Internal) id;(Source) id;Title;Authors;Publication type;Abstract;Abstract Screening Phase;Full-text screening phase;Reason of exclusion;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445010;pi013;Lateralization of communicative signals in nonhuman primates and the hypothesis of the gestural origin of language;Vauclair J;Journal Article;This article argues for the gestural origins of speech and language based on the available evidence gathered in humans and nonhuman primates and especially from ape studies. The strong link between motor functions (hand use and manual gestures) and speech in humans is reviewed. The presence of asymmetrical cerebral organization in nonhuman primates along with functional asymmetries in the perception and production of vocalizations and in intentional referential gestural communication is then emphasized. The nature of primate communicatory systems is presented, and the similarities and differences between these systems and human speech are discussed. It is argued that recent findings concerning neuroanatomical asymmetries in the chimpanzee brain and the existence of both mirror neurons and lateralized use of hands and vocalizations in communication necessitate a reconsideration of the phylogenic emergence of the cerebral and behavioral prerequisites for human speech. (PsycINFO Database Record (c) 2016 APA, all rights reserved);Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445099;pi014;Gestural communication of wild bonnet macaques in the Bandipur National Park, Southern India;"Gupta S; Sinha A";Journal Article;Nonhuman primate gestures are believed to be crucial evolutionary precursors of human language. Comparative studies on primate gestures in an evolutionary framework have, however, remained largely restricted to the great apes and the potential flexibility and richness of gestural communication in monkeys, especially in the wild, continue to be virtually unknown. In this paper, we followed several criteria, adapted from ape gesture studies, to identify gestures and evaluate their contexts of usage in the repertoire of wild bonnet macaques Macaca radiata in the Bandipur National Park of southern India. This report is the first of its kind to systematically identify gestures in any wild, non-ape species, thus providing a platform for comparative studies across primate taxa, particularly in our efforts to trace out the phylogenetic origins of language-like markers in the primate lineage, earlier than in the great apes. (PsycINFO Database Record (c) 2019 APA, all rights reserved);Included;Included;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445633;pi016;The gestural theory of and the vocal theory of language origins are not incompatible with one another;Masataka N;Book Chapter;"Children do not produce linguistically meaningful sounds or signs until they are approximately one year old. The ability to produce them begins to develop in early infancy, and important developments in the production of language occur throughout the first year of life. There are a number of earliest major milestones in early interactional development, before the onset of true language, and the accomplishment of most of them requires the children's learning of motor and/or cognitive skills which were inherited by the human species from its evolutionary ancestors. No doubt these skills include both gestural ones and vocal ones. Thus, formulating the question of language origins as either gestural or vocal dichotomously appears irrelevant. Nonetheless scientists concerned with this issue have been preoccupied with determining which of these two hypotheses should be accepted and which should be rejected. This chapter discusses the history of the debate about language origins; evidence for the gestural theory of language origins; the role of motherese in the intermediate stage of language evolution; implications of music for language evolution; and musical origins of language. (PsycINFO Database Record (c) 2016 APA, all rights reserved)";Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445337;pi017;The gestural origins of language;Corballis M C;Book Chapter;"The idea that language evolved from manual gestures dates at least to the philosopher de Condillac (1971/1746), but was revived in modern format by Hewes (1973). The idea was controversial at the time, and remains so, but it continues to be advocated, and appears to have gained increasing acceptance. From an evolutionary point of view, the idea makes some sense, since nonhuman primates have little if any cortical control over vocalization, but excellent cortical control over the hands and arms. Although language is often identified with speech, it has become abundantly clear that language can exist independently of speech. This chapter discusses the gradual switch to the gestural theory of language origins; the late emergence of vocal speech; the role of the FOXP2 gene; and why speech over gesture. (PsycINFO Database Record (c) 2016 APA, all rights reserved)";Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445172;pi018;Do mechanical effectiveness and recipient species influence intentional signal laterality in captive chimpanzees (Pan troglodytes)?;"Prieur J; Pika S; Barbu S; Blois-Heulin C";Journal Article;Studying the relationships between the directions of brain lateralization for handedness and language can shed light on mechanisms underlying hemispheric specialization for manipulation and signalling functions. We investigated the influence of manipulation and communication functions and of recipient species (conspecific- versus human-directed communication) on manual laterality in signalling context, taking several factors into account simultaneously. We assessed laterality in 39 chimpanzees (Pan troglodytes), including 4 manipulators (mechanically effective social actions used to get things done) and 18 gestures (mechanically ineffective social actions implying that the signaller takes the recipient�s response into account). We focused on the following factors: interactional context components (e.g., visual fields of both interactants), degree of use of signals ('rare' for signals performed by only a few subjects in the population or 'common' for signals performed by many subjects), mechanical effectiveness, subjects� sociodemographic characteristics (e.g., age and hierarchy), and recipient species. We found a significant population-level right-hand bias for one type of human-directed gesture (slap hand). Mechanical effectiveness influenced laterality: right-hand use was more pronounced for conspecific-directed gestures than for conspecific-directed manipulators. The laterality of conspecific-directed gestures overall did not differ from that of human-directed gestures. However, we found an indirect influence of recipient species on laterality as conspecific- and human-directed gestural lateralities were modulated differently by the position of the recipient in the signaller�s visual field and by signaller�s age. We hypothesize that the communication nature of gestures might have developed from manipulators. Manipulators may have contributed to the emergence and the evolution of the left-lateralized communication system in primates. (PsycINFO Database Record (c) 2019 APA, all rights reserved);Included;Included;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445157;pi019;Primate vocalization, gesture, and the evolution of human language;"Arbib M A; Liebal K; Pika S";Journal Article;The performance of language is multimodal, not confined to speech. Review of monkey and ape communication demonstrates greater flexibility in the use of hands and body than for vocalization. Nonetheless, the gestural repertoire of any group of nonhuman primates is small compared with the vocabulary of any human language and thus, presumably, of the transitional form called protolanguage. We argue that it was the coupling of gestural communication with enhanced capacities for imitation that made possible the emergence of protosign to provide essential scaffolding for protospeech in the evolution of protolanguage. Similarly, we argue against a direct evolutionary path from nonhuman primate vocalization to human speech. The analysis refines aspects of the mirror system hypothesis on the role of the primate brain�s mirror system for manual action in evolution of the human language-ready brain. (PsycINFO Database Record (c) 2017 APA, all rights reserved);Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445216;pi020;The gestural theory of language origins;Armstrong D F;Journal Article;"The idea that iconic visible gesture had something to do with the origin of language, particularly speech, is a frequent element in speculation about this phenomenon and appears early in its history. Socrates hypothesizes about the origins of Greek words in Plato's satirical dialogue, Cratylus, and his speculation includes a possible role for sound based iconicity as well as for the visual gestures employed by the deaf. Plato's use of satire to broach this topic also points to the fine line between the sublime and the ridiculous that has continued to be a hallmark of this sort of speculation. This paper will present recent evidence supporting the idea that language first arose as visible gesture. This evidence is culled from several lines of research, including research on the neurological underpinnings of gesture, i.e., research on mirror neurons; new research on the gestural communication of African apes; research on the cognitive basis of the signed languages of the deaf; and research on the emergence of new signed languages. (PsycINFO Database Record (c) 2019 APA, all rights reserved)";Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445745;pi022;Gesture speech physics: The biomechanical basis for the emergence of gesture speech synchrony;"Pouw W; Harrison S J; Dixon J A";Journal Article;"The phenomenon of gesture�speech synchrony involves tight coupling of prosodic contrasts in gesture movement (e.g., peak velocity) and speech (e.g., peaks in fundamental frequency; F0). Gesture�speech synchrony has been understood as completely governed by sophisticated neural-cognitive mechanisms. However, gesture�speech synchrony may have its original basis in the resonating forces that travel through the body. In the current preregistered study, movements with high physical impact affected phonation in line with gesture�speech synchrony as observed in natural contexts. Rhythmic beating of the arms entrained phonation acoustics (F0 and the amplitude envelope). Such effects were absent for a condition with low-impetus movements (wrist movements) and a condition without movement. Further, movement�phonation synchrony was more pronounced when participants were standing as opposed to sitting, indicating a mediating role for postural stability. We conclude that gesture�speech synchrony has a biomechanical basis, which will have implications for our cognitive, ontogenetic, and phylogenetic understanding of multimodal language. (PsycINFO Database Record (c) 2020 APA, all rights reserved)";Included;Excluded;Non-spontaneous communication;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445127;pi023;Iconicity in vocalization, comparisons with gesture, and implications for theories on the evolution of language;"Perlman M; Cain A A";Journal Article;"Scholars have often reasoned that vocalizations are extremely limited in their potential for iconic expression, especially in comparison to manual gestures (e.g., Armstrong & Wilcox, 2007; Tomasello, 2008). As evidence for an alternative view, we first review the growing body of research related to iconicity in vocalizations, including experimental work on sound symbolism, cross-linguistic studies documenting iconicity in the grammars and lexicons of languages, and experimental studies that examine iconicity in the production of speech and vocalizations. We then report an experiment in which participants created vocalizations to communicate 60 different meanings, including 30 antonymic pairs. The vocalizations were measured along several acoustic properties, and these properties were compared between antonyms. Participants were highly consistent in the kinds of sounds they produced for the majority of meanings, supporting the hypothesis that vocalization has considerable potential for iconicity. In light of these findings, we present a comparison between vocalization and manual gesture, and examine the detailed ways in which each modality can function in the iconic expression of particular kinds of meanings. We further discuss the role of iconic vocalizations and gesture in the evolution of language since our divergence from the great apes. In conclusion, we suggest that human communication is best understood as an ensemble of kinesis and vocalization, not just speech, in which expression in both modalities spans the range from arbitrary to iconic. (PsycINFO Database Record (c) 2017 APA, all rights reserved)";Excluded;NA;Not focused on gestures;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23080867;pi024;Language, gesture, and emotional communication: An embodied view of social interaction;"De Stefani E; De Marco D";Journal Article;Spoken language is an innate ability of the human being and represents the most widespread mode of social communication. The ability to share concepts, intentions and feelings, and also to respond to what others are feeling/saying is crucial during social interactions. A growing body of evidence suggests that language evolved from manual gestures, gradually incorporating motor acts with vocal elements. In this evolutionary context, the human mirror mechanism (MM) would permit the passage from 'doing something' to 'communicating it to someone else.' In this perspective, the MM would mediate semantic processes being involved in both the execution and in the understanding of messages expressed by words or gestures. Thus, the recognition of action related words would activate somatosensory regions, reflecting the semantic grounding of these symbols in action information. Here, the role of the sensorimotor cortex and in general of the human MM on both language perception and understanding is addressed, focusing on recent studies on the integration between symbolic gestures and speech. We conclude documenting some evidence about MM in coding also the emotional aspects conveyed by manual, facial and body signals during communication, and how they act in concert with language to modulate other�s message comprehension and behavior, in line with an 'embodied' and integrated view of social interaction. (PsycINFO Database Record (c) 2019 APA, all rights reserved);Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445421;pi026;The evolutionary socioecology of gestural communication;Blute M;Journal Article;This paper begins with a brief introduction to gestures in the context of communication, multi-process selection theory, and evolutionary socioecology. Evolutionary ecology asks, and seeks to answer the question of under what ecological conditions selection favors what kinds of characteristics including the behavioral characteristics oriented towards the physical environment and other species. While communication is sometimes involved in interactions among species, it is most prevalent among members of the same population or species. Evolutionary socioecology then asks and seeks to answer the same question about ecologically versus socially oriented characteristics as well as about the purely social. In discussing some general principles of the evolutionary socioecology of communication including gestures, this paper pays particular attention to the sometimes cooperative, sometimes antagonistic, and often mixed nature of social communication. It concludes with a discussion of what determines the 'loudness' of signals such as the vigor of gestures and what 'rituals' are communicating. (PsycINFO Database Record (c) 2016 APA, all rights reserved);Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445022;pi027;Gorillas are right-handed for their most frequent intraspecific gestures;"Prieur J; Pika S; Barbu  S; Blois-Heulin C";Journal Article;[Correction Notice: An Erratum for this article was reported in Vol 122 of Animal Behaviour (see record [rid]2016-58703-012[/rid]). In the original article, the values of the columns 'SE HI' and 't test' were not correctly reported in Table 2. Correction is present in the erratum.] Investigations of intraspecific laterality of primates' gestural communication aim to shed light on the evolutionary origins of human handedness and language. Currently, little is known concerning laterality of gestures for purely intraspecific communication. As far as we know, this study is the first to assess laterality of gorillas' purely intraspecific gestures at the population level. We analysed hand use in dyadic interactions in 35 gorillas, Gorilla gorilla gorilla, living in three groups in captivity focusing on their most frequent communication gesture types. We revealed a right-hand bias at the population level for the majority of the most frequent gestures recorded. Our findings support the evolutionary theories predicting that population level asymmetry should be found in fitness-relevant social behaviours and could be explained by an evolutionarily stable strategy based on intraspecific interactions. They also agree with reports evidencing predominant right-hand use for gestural communication by nonhuman primates and suggesting that gestural laterality is a precursor of the left-hemispheric lateralization of language. (PsycINFO Database Record (c) 2017 APA, all rights reserved);Included;Included;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22444968;pi028;Language origin accounts: Was the gesture in the beginning?;"Bonvillian J D; Garber A M; Dell S B";Journal Article;Provides a brief review of various historical claims that children acquired particular spoken languages without benefit of speech input. In the Greek historian Herodotus' account of a language study by King Psammetichus of Ancient Egypt, the 1st word spoken by children reared without speech input was 'bekos,' the Phrygian word for bread. The authors examine this research. There are several aspects of this study that lend credence to Herodotus' depiction. They also advance several reasons for questioning the accuracy of Herodotus' account. Other authors' descriptions of subsequent historical studies and their particular outcomes similarly are questioned. Armed with this background information, they then review the evidence for a notable language origin study conducted more than 400 yrs ago by Akbar, Emperor of Hindustan. The outcome of this investigation, however, was quite different from those of the other language origin experiments. These children failed to acquire speech, but instead apparently made use of gestures (or signs) to communicate. The paper concludes with a discussion of the implications of this finding for clarifying questions about the emergence of a 1st language. (PsycINFO Database Record (c) 2016 APA, all rights reserved);Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445094;pi029;Exploring synchronous, remote collaborative interaction between learners using multi_touch tables and video conferencing in UK primary schools;"Beauchamp G; Joyce-Gibbons A; Mc Naughton J; Young N; Crick T";Journal Article;This study explores remote, non_collocated collaboration via multi_touch table (SynergyNet) and video conferencing software (Skype). Twenty_four participants (aged 10_11 years) in two locations�primary school classrooms located 300 miles apart in the UK�engaged in simultaneous collaborative activity to solve a History mystery task. Audio_video data recorded in the first minute of the activity were analysed to explore the emergence of collaborative working practices both within groups in the same location (resizing for shared reading) and between the groups communicating via video conferencing software and through the 'flick' multi_touch gesture (sharing clues between groups). The results indicated that most groups focused first on the establishment of intra_group collaboration before reaching out to their remotely located partners. However, when the second data set was analysed, audio data from delayed interviews conducted after the original study, participants reported that the discussion between groups supported by the 'flick' gesture was the most important and memorable feature of the activity. The study relates these findings to the existing literature on collaborative learning using multi_touch tables and considers how teachers are best able to help support the emergence of collaborative practices. (PsycINFO Database Record (c) 2019 APA, all rights reserved);Excluded;NA;Not focused on gestures;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445039;pi030;The structural effects of modality on the rise of symbolic language: A rebuttal of evolutionary accounts and a laboratory demonstration;"Boucher V; Gilbert A; Rossier-Bisaillon A";Journal Article;Why does symbolic communication in humans develop primarily in an oral medium, and how do theories of language origin explain this? Non-human primates, despite their ability to learn and use symbolic signs, do not develop symbols as in oral language. This partly owes to the lack of a direct cortico-motoneuron control of vocalizations in these species compared to humans. Yet such modality-related factors that can impinge on the rise of symbolic language are interpreted differently in two types of evolutionary storylines. (1) Some theories posit that symbolic language originated in a gestural modality, as in 'sign languages.' However, this overlooks work on emerging sign and spoken languages showing that gestures and speech shape signs differently. (2) In modality-dependent theories, some emphasize the role of iconic sounds, though these lack the efficiency of arbitrary symbols. Other theorists suggest that ontogenesis serves to identify human-specific mechanisms underlying an evolutionary shift from pitch varying to orally modulated vocalizations (babble). This shift creates numerous oral features that can support efficient symbolic associations. We illustrate this principle using a sound-picture association task with 40 learners who hear words in an unfamiliar language (Mandarin) with and without a filtering of oral features. Symbolic associations arise more rapidly and accurately for sounds containing oral features compared to sounds bearing only pitch features, an effect also reported in experiments with infants. The results imply that, beyond a competence to learn and use symbols, the rise of symbolic language rests on the types of signs that a modality of expression affords. (PsycINFO Database Record (c) 2018 APA, all rights reserved);Included;Excluded;Not focused on gestures;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
